Arquivo 1,Arquivo 2,Distância Média
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0157.csv,220.59656309695413
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0158.csv,273.0300107850448
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0159.csv,211.06707176982195
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0160.csv,248.0375879005746
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0161.csv,237.0351173003326
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0162.csv,264.3401637811983
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0163.csv,236.6220358208317
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0165.csv,222.10281964183093
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0166.csv,313.8436749286449
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0167.csv,324.4706957513864
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0168.csv,280.5219403489626
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0169.csv,257.51748468052676
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0170.csv,216.41062589903322
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0171.csv,319.57612252323366
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0172.csv,308.3615348686822
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0173.csv,297.77988634431205
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0174.csv,144.50996858557647
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0175.csv,212.0625351858055
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0176.csv,243.02943494189105
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0177.csv,252.15439869215837
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0178.csv,190.61403523547443
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0179.csv,283.9134797730471
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0180.csv,185.15275101632676
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0181.csv,254.37892782865572
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0182.csv,73.30799779741221
/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0001.csv,/home/carlosguttemberg/Downloads/lfpw/testset/long_format/image_0183.csv,128.9913707605174
